name,latitude,longitude,minElevation,maxCloudCover,priority,exposure,capture_mode,default_capture_mode,start_times,end_times
svalbardeidembukta,78.38,12.30,60,1,2270,35,wide,0,"[datetime.datetime(2025, 2, 12, 10, 51, 13, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 12, 12, 24, 1, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 12, 18, 34, 33, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 11, 50, 39, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 18, 1, 16, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 10, 50, 48, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 12, 12, 24, 3, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 12, 18, 34, 54, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 11, 50, 52, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 18, 1, 31, tzinfo=datetime.timezone.utc)]"
vanmijenfjorden,77.80,15.60,60,1,2260,50,wide,0,"[datetime.datetime(2025, 2, 12, 10, 50, 59, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 12, 18, 34, 23, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 11, 50, 39, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 18, 1, 2, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 10, 51, 13, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 12, 18, 34, 40, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 11, 50, 47, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 18, 1, 17, tzinfo=datetime.timezone.utc)]"
alesund,62.67,5.98,60,1,2250,40,wide,0,"[datetime.datetime(2025, 2, 13, 10, 21, 29, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 10, 21, 44, tzinfo=datetime.timezone.utc)]"
bergen,60.3661,5.3218,60,1,2240,40,wide,0,"[datetime.datetime(2025, 2, 13, 10, 22, 3, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 10, 22, 21, tzinfo=datetime.timezone.utc)]"
roervik,65.00,10.50,60,1,2230,50,wide,0,"[datetime.datetime(2025, 2, 12, 20, 4, 27, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 10, 20, 43, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 20, 4, 45, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 10, 21, 2, tzinfo=datetime.timezone.utc)]"
skagerrak,58.45,10.08,60,1,2220,35,wide,0,"[datetime.datetime(2025, 2, 14, 9, 49, 12, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 14, 9, 49, 1, tzinfo=datetime.timezone.utc)]"
solbergstrand,59.62,10.65,60,1,2210,40,wide,0,"[datetime.datetime(2025, 2, 14, 9, 48, 53, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 14, 9, 48, 43, tzinfo=datetime.timezone.utc)]"
fredrikstad,59.15,10.87,60,1,2200,35,wide,0,"[datetime.datetime(2025, 2, 14, 9, 48, 55, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 14, 9, 48, 54, tzinfo=datetime.timezone.utc)]"
ytrehvaler,59.02,10.80,60,1,2190,35,wide,0,"[datetime.datetime(2025, 2, 14, 9, 48, 58, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 14, 9, 48, 56, tzinfo=datetime.timezone.utc)]"
hardangerfjorden,60.18,6.05,60,1,2180,35,wide,0,"[datetime.datetime(2025, 2, 13, 10, 22, 4, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 10, 22, 23, tzinfo=datetime.timezone.utc)]"
vaeroeya,67.67,12.6,60,1,2170,35,wide,0,"[datetime.datetime(2025, 2, 12, 20, 5, 6, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 10, 19, 59, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 19, 31, 54, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 20, 5, 16, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 10, 20, 19, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 19, 31, 45, tzinfo=datetime.timezone.utc)]"
vardoe,70.34,31.1,60,1,2160,35,wide,0,"[datetime.datetime(2025, 2, 12, 18, 32, 5, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 17, 59, 8, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 18, 32, 23, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 17, 58, 40, tzinfo=datetime.timezone.utc)]"
andoeya,69.24,16.13,60,1,2150,35,wide,0,"[datetime.datetime(2025, 2, 13, 10, 19, 31, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 19, 31, 54, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 9, 46, 23, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 10, 19, 46, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 19, 32, 14, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 9, 46, 4, tzinfo=datetime.timezone.utc)]"
dutchwadden,53.08,5.05,60,1,2140,35,wide,0,"[datetime.datetime(2025, 2, 13, 10, 23, 59, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 21, 1, 16, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 10, 24, 4, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 21, 1, 30, tzinfo=datetime.timezone.utc)]"
osensjoen,61.22,11.86,60,1,2130,35,wide,0,"[datetime.datetime(2025, 2, 12, 20, 3, 33, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 9, 48, 23, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 20, 3, 42, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 9, 48, 20, tzinfo=datetime.timezone.utc)]"
storsjoen,60.36,11.67,60,1,2120,35,wide,0,"[datetime.datetime(2025, 2, 12, 20, 3, 26, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 9, 48, 34, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 20, 3, 25, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 9, 48, 36, tzinfo=datetime.timezone.utc)]"
boknafjorden,59.21,5.86,60,1,2110,35,wide,0,"[datetime.datetime(2025, 2, 13, 10, 22, 18, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 10, 22, 38, tzinfo=datetime.timezone.utc)]"
hardangerjokul,60.56,7.25,60,1,2100,35,wide,0,"[datetime.datetime(2025, 2, 13, 10, 21, 56, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 10, 22, 14, tzinfo=datetime.timezone.utc)]"
hardangerjokul2,60.52,7.37,60,1,2090,35,wide,0,"[datetime.datetime(2025, 2, 13, 10, 21, 56, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 10, 22, 15, tzinfo=datetime.timezone.utc)]"
peteriisland,-68.83,-90.61,60,1,2080,30,wide,0,"[datetime.datetime(2025, 2, 12, 14, 37, 19, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 4, 52, 4, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 14, 37, 41, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 4, 51, 48, tzinfo=datetime.timezone.utc)]"
bouvet,-54.42,3.36,60,1,2070,30,wide,0,"[datetime.datetime(2025, 2, 14, 8, 45, 24, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 14, 8, 44, 47, tzinfo=datetime.timezone.utc)]"
bearisland,74.44,19.03,60,1,2060,30,wide,0,"[datetime.datetime(2025, 2, 12, 10, 51, 37, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 12, 18, 33, 32, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 10, 18, 21, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 10, 51, 44, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 12, 18, 33, 47, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 10, 18, 31, tzinfo=datetime.timezone.utc)]"
janmayen,71.00,-8.40,60,1,2050,30,wide,0,"[datetime.datetime(2025, 2, 12, 12, 26, 36, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 11, 52, 54, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 21, 6, 8, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 12, 26, 6, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 11, 53, 12, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 21, 6, 27, tzinfo=datetime.timezone.utc)]"
ytresogn,61.14,5.32,60,1,2040,35,quaternion,0,"[datetime.datetime(2025, 2, 13, 10, 21, 53, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 10, 22, 9, tzinfo=datetime.timezone.utc)]"
moby,20.80,-157.00,50,5,2030,30,wide,0,"[datetime.datetime(2025, 2, 12, 20, 28, 34, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 8, 22, 40, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 20, 29, 13, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 8, 22, 53, tzinfo=datetime.timezone.utc)]"
palgrunden,58.76,13.15,50,5,2020,30,wide,0,"[datetime.datetime(2025, 2, 12, 20, 2, 39, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 9, 48, 31, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 20, 3, 18, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 9, 49, 20, tzinfo=datetime.timezone.utc)]"
gloria,45.16,29.38,50,5,2010,30,wide,0,"[datetime.datetime(2025, 2, 13, 19, 25, 12, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 8, 18, 33, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 19, 26, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 8, 19, 10, tzinfo=datetime.timezone.utc)]"
erie,41.70,-82.70,50,5,2000,30,wide,0,"[datetime.datetime(2025, 2, 12, 15, 41, 55, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 3, 13, 11, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 15, 42, 24, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 3, 13, 25, tzinfo=datetime.timezone.utc)]"
baotau,40.85,109.60,50,1,1990,30,wide,0,[],[]
greenbay,44.58,-87.95,50,5,1980,30,wide,0,"[datetime.datetime(2025, 2, 14, 3, 13, 51, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 14, 3, 14, 37, tzinfo=datetime.timezone.utc)]"
irbe,57.75,21.72,50,5,1970,40,wide,0,"[datetime.datetime(2025, 2, 12, 20, 2, 24, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 19, 28, 46, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 20, 2, 27, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 19, 29, 21, tzinfo=datetime.timezone.utc)]"
thornton,51.53,2.96,50,5,1960,40,wide,0,"[datetime.datetime(2025, 2, 13, 10, 24, 6, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 21, 0, 42, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 10, 24, 54, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 21, 1, 27, tzinfo=datetime.timezone.utc)]"
lacrau,43.10,6.00,50,5,1950,25,wide,0,"[datetime.datetime(2025, 2, 13, 20, 58, 28, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 9, 52, 47, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 20, 59, 13, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 9, 53, 30, tzinfo=datetime.timezone.utc)]"
rrvplaya,38.50,-115.69,50,1,1940,20,quaternion,0,"[datetime.datetime(2025, 2, 13, 5, 19, 36, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 18, 16, 38, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 5, 20, 20, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 18, 16, 32, tzinfo=datetime.timezone.utc)]"
gobabeb,-23.56,15.00,50,1,1930,20,wide,0,"[datetime.datetime(2025, 2, 12, 21, 14, 38, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 8, 36, 31, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 21, 15, 15, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 8, 37, 10, tzinfo=datetime.timezone.utc)]"
blanca,-39.15,-61.72,50,5,1920,30,wide,0,[],[]
venice,45.30,12.50,50,5,1910,35,wide,0,"[datetime.datetime(2025, 2, 14, 9, 52, 23, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 14, 9, 52, 13, tzinfo=datetime.timezone.utc)]"
laplata,-34.8,-57.89,50,5,1900,30,wide,0,"[datetime.datetime(2025, 2, 13, 1, 53, 32, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 1, 53, 25, tzinfo=datetime.timezone.utc)]"
berre,43.44,50.97,50,5,1890,30,wide,0,"[datetime.datetime(2025, 2, 13, 17, 51, 20, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 6, 45, 31, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 17, 51, 41, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 6, 45, 42, tzinfo=datetime.timezone.utc)]"
magest,45.54,-1.04,50,5,1880,30,wide,0,"[datetime.datetime(2025, 2, 12, 21, 32, 40, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 10, 25, 46, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 21, 33, 27, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 10, 26, 33, tzinfo=datetime.timezone.utc)]"
zeebrugge,51.36,31.18,50,5,1870,30,wide,0,"[datetime.datetime(2025, 2, 13, 19, 26, 53, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 8, 16, 56, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 19, 27, 19, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 8, 17, 32, tzinfo=datetime.timezone.utc)]"
casablanca,40.72,1.36,50,5,1860,30,wide,0,"[datetime.datetime(2025, 2, 12, 21, 31, 25, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 10, 27, 5, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 21, 32, 5, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 10, 27, 26, tzinfo=datetime.timezone.utc)]"
plocan,28.04,-15.39,50,5,1850,30,wide,0,"[datetime.datetime(2025, 2, 12, 11, 4, 13, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 22, 29, 9, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 11, 4, 56, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 22, 28, 46, tzinfo=datetime.timezone.utc)]"
ngomeni,-2.90,40.20,50,5,1840,30,wide,0,"[datetime.datetime(2025, 2, 13, 19, 12, 40, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 19, 13, 24, tzinfo=datetime.timezone.utc)]"
lucinda,-18.50,146.40,50,5,1830,30,wide,0,"[datetime.datetime(2025, 2, 12, 23, 47, 2, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 23, 46, 30, tzinfo=datetime.timezone.utc)]"
kemigawa,35.60,140.00,50,5,1820,30,wide,0,"[datetime.datetime(2025, 2, 12, 12, 7, 40, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 1, 5, 52, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 12, 8, 21, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 1, 6, 24, tzinfo=datetime.timezone.utc)]"
ariake,33.10,130.30,50,5,1810,30,wide,0,"[datetime.datetime(2025, 2, 13, 13, 7, 10, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 13, 7, 20, tzinfo=datetime.timezone.utc)]"
socheongcho,37.40,124.70,50,5,1800,30,wide,0,"[datetime.datetime(2025, 2, 13, 13, 8, 14, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 2, 5, 24, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 13, 8, 55, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 2, 6, 5, tzinfo=datetime.timezone.utc)]"
buenosaires,-34.50,57.90,50,5,1790,30,wide,1,"[datetime.datetime(2025, 2, 14, 5, 32, 7, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 14, 5, 32, 26, tzinfo=datetime.timezone.utc)]"
wavescis,28.86,-90.48,50,5,1780,30,wide,0,"[datetime.datetime(2025, 2, 13, 3, 43, 19, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 3, 44, 6, tzinfo=datetime.timezone.utc)]"
hboi,27.51,-80.40,50,5,1770,30,wide,0,"[datetime.datetime(2025, 2, 12, 15, 45, 42, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 3, 9, 21, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 15, 45, 32, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 3, 9, 53, tzinfo=datetime.timezone.utc)]"
lakeokeechobee,26.91,-80.80,50,5,1760,30,wide,0,"[datetime.datetime(2025, 2, 12, 15, 45, 46, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 3, 9, 9, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 15, 45, 49, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 3, 9, 49, tzinfo=datetime.timezone.utc)]"
cocobeach,28.41,-80.60,50,5,1750,30,wide,0,"[datetime.datetime(2025, 2, 12, 15, 45, 20, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 3, 9, 35, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 15, 45, 29, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 3, 10, 7, tzinfo=datetime.timezone.utc)]"
wilmington,33.50,-77.60,50,5,1740,30,wide,0,"[datetime.datetime(2025, 2, 13, 15, 10, 54, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 15, 10, 32, tzinfo=datetime.timezone.utc)]"
virginiabeach,36.90,-75.70,50,5,1730,30,wide,0,"[datetime.datetime(2025, 2, 13, 15, 9, 35, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 15, 9, 58, tzinfo=datetime.timezone.utc)]"
annapolis,39.10,-76.30,50,5,1720,30,wide,0,"[datetime.datetime(2025, 2, 13, 15, 9, 22, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 15, 9, 7, tzinfo=datetime.timezone.utc)]"
longisland,41.00,-73.30,50,5,1710,30,wide,0,"[datetime.datetime(2025, 2, 13, 2, 13, 1, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 15, 8, 17, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 2, 13, 32, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 15, 9, tzinfo=datetime.timezone.utc)]"
mvco,41.30,-70.60,50,5,1700,30,wide,0,"[datetime.datetime(2025, 2, 13, 2, 12, 50, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 15, 8, 5, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 2, 13, 38, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 15, 8, 50, tzinfo=datetime.timezone.utc)]"
losangeles,33.60,-118.10,50,5,1690,30,quaternion,0,"[datetime.datetime(2025, 2, 13, 5, 18, 37, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 18, 17, 44, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 5, 19, 4, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 18, 18, 7, tzinfo=datetime.timezone.utc)]"
grizzlybay,38.10,-121.90,50,5,1680,30,wide,0,"[datetime.datetime(2025, 2, 13, 18, 16, 42, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 18, 17, 13, tzinfo=datetime.timezone.utc)]"
voertsjaerv,58.27,26.05,50,5,1670,30,wide,0,"[datetime.datetime(2025, 2, 13, 8, 48, 43, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 19, 28, 37, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 8, 49, 24, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 19, 29, 24, tzinfo=datetime.timezone.utc)]"
wraysbury,51.45,-0.53,50,5,1660,30,wide,0,"[datetime.datetime(2025, 2, 12, 21, 34, 20, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 10, 24, 20, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 21, 1, 19, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 21, 34, 44, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 10, 24, 57, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 21, 1, 7, tzinfo=datetime.timezone.utc)]"
garda,45.57,10.57,50,5,1650,30,wide,0,"[datetime.datetime(2025, 2, 13, 20, 59, 18, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 9, 52, 1, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 20, 59, 16, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 9, 52, 38, tzinfo=datetime.timezone.utc)]"
macquarie,-54.67,158.82,50,5,1640,30,wide,0,"[datetime.datetime(2025, 2, 12, 11, 44, 16, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 12, 22, 22, 22, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 11, 44, 32, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 12, 22, 22, 47, tzinfo=datetime.timezone.utc)]"
heard,-53.0,73.22,50,5,1630,30,wide,0,"[datetime.datetime(2025, 2, 12, 17, 59, 27, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 4, 36, 36, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 17, 26, 2, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 4, 3, 34, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 17, 59, 37, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 4, 37, 6, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 17, 26, 22, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 4, 3, 28, tzinfo=datetime.timezone.utc)]"
torshavn,62.0,-6.7,50,5,1620,30,wide,0,"[datetime.datetime(2025, 2, 12, 10, 55, 28, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 12, 21, 37, 9, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 21, 4, 11, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 10, 55, 40, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 12, 21, 37, 52, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 21, 4, 19, tzinfo=datetime.timezone.utc)]"
aquawatchlakehume,-36.11,147.03,50,5,1610,30,wide,0,"[datetime.datetime(2025, 2, 12, 23, 50, 48, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 23, 51, 32, tzinfo=datetime.timezone.utc)]"
aquawatchcockburn,-32.25,149.06,50,5,1600,30,wide,0,"[datetime.datetime(2025, 2, 12, 23, 49, 52, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 23, 50, 20, tzinfo=datetime.timezone.utc)]"
aquawatchmoreton,-27.29,153.26,50,5,1590,30,wide,0,"[datetime.datetime(2025, 2, 12, 11, 51, 14, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 23, 15, 21, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 11, 51, 54, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 13, 23, 15, 27, tzinfo=datetime.timezone.utc)]"
aquawatchspencer,-34.41,135.9,50,5,1580,30,wide,0,"[datetime.datetime(2025, 2, 12, 13, 23, 5, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 13, 23, 28, tzinfo=datetime.timezone.utc)]"
aquawatchplymouth,50.40,-4.20,50,5,1570,30,wide,0,"[datetime.datetime(2025, 2, 12, 10, 58, 4, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 12, 21, 34, 1, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 10, 58, 45, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 12, 21, 34, 55, tzinfo=datetime.timezone.utc)]"
aquawatchmelbourne,-37.99,44.69,50,5,1560,30,wide,0,"[datetime.datetime(2025, 2, 13, 19, 4, 10, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 19, 3, 45, tzinfo=datetime.timezone.utc)]"
aquawatchheron ,-23.44,151.91,50,5,1550,30,wide,0,"[datetime.datetime(2025, 2, 12, 11, 52, 20, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 12, 23, 47, 49, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 11, 52, 51, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 12, 23, 47, 42, tzinfo=datetime.timezone.utc)]"
aquawatchcoral,-23.13,113.73,50,5,1540,30,wide,0,"[datetime.datetime(2025, 2, 13, 14, 26, 13, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 2, 21, 41, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 13, 14, 26, 49, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 2, 14, 2, 21, 18, tzinfo=datetime.timezone.utc)]"
aquawatchgoogang,-35.41,149.26,50,5,1530,30,wide,0,"[datetime.datetime(2025, 2, 12, 23, 50, 52, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 2, 12, 23, 50, 56, tzinfo=datetime.timezone.utc)]"
