name,latitude,longitude,minElevation,maxCloudCover,priority,exposure,capture_mode,default_capture_mode,start_times,end_times
vanmijenfjorden,77.80,15.60,60,1,2260,50,wide,0,"[datetime.datetime(2025, 1, 21, 10, 28, 56, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 12, 1, 43, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 18, 12, 17, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 11, 29, 24, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 17, 40, 14, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 13, 24, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 10, 28, 19, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 12, 1, 39, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 18, 12, 38, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 11, 29, 37, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 17, 40, 4, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 13, 8, tzinfo=datetime.timezone.utc)]"
alesund,62.67,5.98,60,1,2250,40,wide,0,"[datetime.datetime(2025, 1, 21, 10, 32, 25, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 42, 54, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 10, 33, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 43, 10, tzinfo=datetime.timezone.utc)]"
bergen,60.3661,5.3218,60,1,2240,40,wide,0,"[datetime.datetime(2025, 1, 21, 10, 33, 3, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 42, 21, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 10, 33, 35, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 42, 37, tzinfo=datetime.timezone.utc)]"
roervik,65.00,10.50,60,1,2230,50,wide,0,"[datetime.datetime(2025, 1, 21, 10, 31, 49, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 9, 59, 39, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 10, 31, 59, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 9, 59, 43, tzinfo=datetime.timezone.utc)]"
skagerrak,58.45,10.08,60,1,2220,35,wide,0,"[datetime.datetime(2025, 1, 22, 10, 1, 1, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 41, 55, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 10, 1, 21, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 41, 33, tzinfo=datetime.timezone.utc)]"
solbergstrand,59.62,10.65,60,1,2210,40,wide,0,"[datetime.datetime(2025, 1, 22, 10, 0, 43, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 10, 1, 2, tzinfo=datetime.timezone.utc)]"
fredrikstad,59.15,10.87,60,1,2200,35,wide,0,"[datetime.datetime(2025, 1, 22, 10, 0, 49, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 10, 1, 9, tzinfo=datetime.timezone.utc)]"
ytrehvaler,59.02,10.80,60,1,2190,35,wide,0,"[datetime.datetime(2025, 1, 22, 10, 0, 51, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 10, 1, 11, tzinfo=datetime.timezone.utc)]"
hardangerfjorden,60.18,6.05,60,1,2180,35,wide,0,"[datetime.datetime(2025, 1, 21, 10, 33, 7, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 42, 17, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 10, 33, 36, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 42, 32, tzinfo=datetime.timezone.utc)]"
vaeroeya,67.67,12.6,60,1,2170,35,wide,0,"[datetime.datetime(2025, 1, 21, 10, 31, 2, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 19, 43, 10, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 9, 58, 52, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 10, 31, 15, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 19, 43, 31, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 9, 58, 59, tzinfo=datetime.timezone.utc)]"
vardoe,70.34,31.1,60,1,2160,35,wide,0,"[datetime.datetime(2025, 1, 21, 18, 10, 8, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 9, 25, 5, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 18, 10, 17, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 9, 25, 19, tzinfo=datetime.timezone.utc)]"
andoeya,69.24,16.13,60,1,2150,35,wide,0,"[datetime.datetime(2025, 1, 21, 10, 30, 38, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 19, 43, 26, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 9, 58, 12, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 11, 15, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 10, 30, 38, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 19, 43, 35, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 9, 58, 28, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 11, 19, tzinfo=datetime.timezone.utc)]"
dutchwadden,53.08,5.05,60,1,2140,35,wide,0,"[datetime.datetime(2025, 1, 22, 10, 2, 43, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 40, 48, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 10, 2, 42, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 40, 22, tzinfo=datetime.timezone.utc)]"
osensjoen,61.22,11.86,60,1,2130,35,wide,0,"[datetime.datetime(2025, 1, 22, 10, 0, 16, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 10, 0, 36, tzinfo=datetime.timezone.utc)]"
storsjoen,60.36,11.67,60,1,2120,35,wide,0,"[datetime.datetime(2025, 1, 22, 10, 0, 29, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 10, 0, 49, tzinfo=datetime.timezone.utc)]"
boknafjorden,59.21,5.86,60,1,2110,35,wide,0,"[datetime.datetime(2025, 1, 21, 10, 33, 25, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 42, 3, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 10, 33, 25, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 42, 18, tzinfo=datetime.timezone.utc)]"
hardangerjokul,60.56,7.25,60,1,2100,35,wide,0,"[datetime.datetime(2025, 1, 21, 10, 33, 5, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 1, 10, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 42, 22, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 10, 33, 12, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 0, 36, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 42, 26, tzinfo=datetime.timezone.utc)]"
hardangerjokul2,60.52,7.37,60,1,2090,35,wide,0,"[datetime.datetime(2025, 1, 21, 10, 33, 7, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 1, 10, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 42, 21, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 10, 33, 12, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 0, 36, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 42, 25, tzinfo=datetime.timezone.utc)]"
peteriisland,-68.83,-90.61,60,1,2080,30,wide,0,"[datetime.datetime(2025, 1, 21, 14, 15, 25, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 5, 31, 2, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 14, 15, 14, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 5, 31, 6, tzinfo=datetime.timezone.utc)]"
bouvet,-54.42,3.36,60,1,2070,30,wide,0,"[datetime.datetime(2025, 1, 21, 22, 18, 29, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 8, 56, 56, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 22, 18, 48, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 8, 57, 16, tzinfo=datetime.timezone.utc)]"
bearisland,74.44,19.03,60,1,2060,30,wide,0,"[datetime.datetime(2025, 1, 21, 10, 29, 8, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 18, 11, 49, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 9, 57, 11, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 12, 22, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 10, 29, 33, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 18, 11, 35, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 9, 56, 53, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 12, 26, tzinfo=datetime.timezone.utc)]"
janmayen,71.00,-8.40,60,1,2050,30,wide,0,"[datetime.datetime(2025, 1, 21, 12, 3, 55, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 21, 17, 43, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 11, 31, 49, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 45, 22, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 12, 4, 12, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 21, 17, 50, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 11, 31, 40, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 45, 33, tzinfo=datetime.timezone.utc)]"
ytresogn,61.14,5.32,60,1,2040,35,quaternion,0,"[datetime.datetime(2025, 1, 21, 10, 32, 50, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 42, 33, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 10, 33, 24, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 42, 48, tzinfo=datetime.timezone.utc)]"
moby,20.80,-157.00,50,5,2030,30,wide,0,"[datetime.datetime(2025, 1, 22, 8, 1, 18, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 8, 1, 35, tzinfo=datetime.timezone.utc)]"
palgrunden,58.76,13.15,50,5,2020,30,wide,0,"[datetime.datetime(2025, 1, 22, 10, 0, 38, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 9, 28, 39, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 10, 1, 20, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 9, 28, 39, tzinfo=datetime.timezone.utc)]"
gloria,45.16,29.38,50,5,2010,30,wide,0,"[datetime.datetime(2025, 1, 21, 19, 36, 43, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 8, 30, 27, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 37, 16, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 8, 31, 14, tzinfo=datetime.timezone.utc)]"
erie,41.70,-82.70,50,5,2000,30,wide,0,"[datetime.datetime(2025, 1, 23, 2, 52, 26, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 23, 2, 53, 8, tzinfo=datetime.timezone.utc)]"
baotau,40.85,109.60,50,1,1990,30,wide,0,"[datetime.datetime(2025, 1, 22, 14, 21, 35, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 3, 17, 53, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 14, 21, 58, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 3, 17, 36, tzinfo=datetime.timezone.utc)]"
greenbay,44.58,-87.95,50,5,1980,30,wide,0,"[datetime.datetime(2025, 1, 22, 3, 25, 42, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 16, 19, 44, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 3, 26, 18, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 16, 20, 30, tzinfo=datetime.timezone.utc)]"
irbe,57.75,21.72,50,5,1970,40,wide,0,"[datetime.datetime(2025, 1, 21, 19, 40, 2, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 9, 28, 20, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 40, 51, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 9, 28, 52, tzinfo=datetime.timezone.utc)]"
thornton,51.53,2.96,50,5,1960,40,wide,0,"[datetime.datetime(2025, 1, 21, 10, 35, 17, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 21, 12, 18, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 3, 6, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 10, 35, 40, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 21, 12, 56, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 3, 21, tzinfo=datetime.timezone.utc)]"
lacrau,43.10,6.00,50,5,1950,25,wide,0,"[datetime.datetime(2025, 1, 21, 21, 9, 59, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 4, 50, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 21, 10, 38, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 5, 31, tzinfo=datetime.timezone.utc)]"
rrvplaya,38.50,-115.69,50,1,1940,20,quaternion,0,"[datetime.datetime(2025, 1, 22, 4, 58, 35, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 17, 55, 17, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 4, 58, 23, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 17, 56, 2, tzinfo=datetime.timezone.utc)]"
gobabeb,-23.56,15.00,50,1,1930,20,wide,0,"[datetime.datetime(2025, 1, 22, 8, 48, 31, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 8, 49, 7, tzinfo=datetime.timezone.utc)]"
blanca,-39.15,-61.72,50,5,1920,30,wide,0,"[datetime.datetime(2025, 1, 22, 13, 34, 6, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 2, 31, 7, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 13, 34, 56, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 2, 31, 50, tzinfo=datetime.timezone.utc)]"
venice,45.30,12.50,50,5,1910,35,wide,0,"[datetime.datetime(2025, 1, 22, 20, 37, 56, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 9, 31, 40, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 20, 38, 43, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 9, 32, 29, tzinfo=datetime.timezone.utc)]"
laplata,-34.8,-57.89,50,5,1900,30,wide,0,"[datetime.datetime(2025, 1, 22, 13, 32, 56, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 13, 33, 35, tzinfo=datetime.timezone.utc)]"
berre,43.44,50.97,50,5,1890,30,wide,0,"[datetime.datetime(2025, 1, 21, 18, 2, 24, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 6, 57, 7, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 18, 3, 13, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 6, 57, 56, tzinfo=datetime.timezone.utc)]"
magest,45.54,-1.04,50,5,1880,30,wide,0,"[datetime.datetime(2025, 1, 21, 10, 36, 46, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 21, 11, 20, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 10, 37, 25, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 21, 11, 8, tzinfo=datetime.timezone.utc)]"
zeebrugge,51.36,31.18,50,5,1870,30,wide,0,"[datetime.datetime(2025, 1, 22, 8, 28, 49, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 5, 51, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 8, 29, 37, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 6, 35, tzinfo=datetime.timezone.utc)]"
casablanca,40.72,1.36,50,5,1860,30,wide,0,"[datetime.datetime(2025, 1, 21, 21, 9, 50, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 5, 40, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 21, 9, 59, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 10, 6, 17, tzinfo=datetime.timezone.utc)]"
plocan,28.04,-15.39,50,5,1850,30,wide,0,"[datetime.datetime(2025, 1, 21, 22, 39, 51, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 22, 40, 39, tzinfo=datetime.timezone.utc)]"
ngomeni,-2.90,40.20,50,5,1840,30,wide,0,"[datetime.datetime(2025, 1, 21, 19, 24, 16, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 7, 9, 18, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 24, 32, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 7, 10, 5, tzinfo=datetime.timezone.utc)]"
lucinda,-18.50,146.40,50,5,1830,30,wide,0,[],[]
kemigawa,35.60,140.00,50,5,1820,30,wide,0,"[datetime.datetime(2025, 1, 22, 0, 44, 12, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 0, 44, 34, tzinfo=datetime.timezone.utc)]"
ariake,33.10,130.30,50,5,1810,30,wide,0,"[datetime.datetime(2025, 1, 22, 12, 45, 50, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 1, 46, 1, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 12, 46, 24, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 1, 45, 58, tzinfo=datetime.timezone.utc)]"
socheongcho,37.40,124.70,50,5,1800,30,wide,0,"[datetime.datetime(2025, 1, 21, 13, 19, 20, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 1, 45, 7, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 13, 20, 1, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 1, 45, 15, tzinfo=datetime.timezone.utc)]"
buenosaires,-34.50,57.90,50,5,1790,30,wide,1,"[datetime.datetime(2025, 1, 22, 5, 43, 41, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 5, 44, 32, tzinfo=datetime.timezone.utc)]"
wavescis,28.86,-90.48,50,5,1780,30,wide,0,"[datetime.datetime(2025, 1, 22, 16, 24, 5, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 16, 24, 16, tzinfo=datetime.timezone.utc)]"
hboi,27.51,-80.40,50,5,1770,30,wide,0,"[datetime.datetime(2025, 1, 21, 15, 23, 14, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 2, 49, 4, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 15, 23, 48, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 2, 49, 12, tzinfo=datetime.timezone.utc)]"
lakeokeechobee,26.91,-80.80,50,5,1760,30,wide,0,"[datetime.datetime(2025, 1, 21, 15, 23, 26, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 2, 49, 11, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 15, 23, 55, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 2, 48, 49, tzinfo=datetime.timezone.utc)]"
cocobeach,28.41,-80.60,50,5,1750,30,wide,0,"[datetime.datetime(2025, 1, 21, 15, 23, 4, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 2, 49, 17, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 15, 23, 31, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 2, 49, 26, tzinfo=datetime.timezone.utc)]"
wilmington,33.50,-77.60,50,5,1740,30,wide,0,"[datetime.datetime(2025, 1, 21, 15, 21, 29, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 2, 50, 9, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 15, 22, 17, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 2, 50, 51, tzinfo=datetime.timezone.utc)]"
virginiabeach,36.90,-75.70,50,5,1730,30,wide,0,"[datetime.datetime(2025, 1, 21, 15, 20, 32, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 15, 21, 21, tzinfo=datetime.timezone.utc)]"
annapolis,39.10,-76.30,50,5,1720,30,wide,0,"[datetime.datetime(2025, 1, 21, 15, 20, 1, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 2, 52, 9, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 15, 20, 49, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 2, 51, 35, tzinfo=datetime.timezone.utc)]"
longisland,41.00,-73.30,50,5,1710,30,wide,0,"[datetime.datetime(2025, 1, 21, 15, 19, 27, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 15, 20, 9, tzinfo=datetime.timezone.utc)]"
mvco,41.30,-70.60,50,5,1700,30,wide,0,"[datetime.datetime(2025, 1, 21, 15, 19, 51, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 14, 47, 24, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 15, 19, 21, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 14, 47, 20, tzinfo=datetime.timezone.utc)]"
losangeles,33.60,-118.10,50,5,1690,30,quaternion,0,"[datetime.datetime(2025, 1, 22, 17, 56, 45, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 17, 57, 14, tzinfo=datetime.timezone.utc)]"
grizzlybay,38.10,-121.90,50,5,1680,30,wide,0,"[datetime.datetime(2025, 1, 21, 18, 27, 52, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 18, 28, 40, tzinfo=datetime.timezone.utc)]"
voertsjaerv,58.27,26.05,50,5,1670,30,wide,0,"[datetime.datetime(2025, 1, 21, 19, 40, 17, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 7, 52, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 40, 35, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 8, 24, tzinfo=datetime.timezone.utc)]"
wraysbury,51.45,-0.53,50,5,1660,30,wide,0,"[datetime.datetime(2025, 1, 21, 10, 35, 11, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 21, 12, 25, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 10, 36, 7, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 21, 21, 13, 10, tzinfo=datetime.timezone.utc)]"
garda,45.57,10.57,50,5,1650,30,wide,0,"[datetime.datetime(2025, 1, 22, 20, 38, 5, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 9, 31, 48, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 20, 38, 52, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 9, 32, 22, tzinfo=datetime.timezone.utc)]"
macquarie,-54.67,158.82,50,5,1640,30,wide,0,"[datetime.datetime(2025, 1, 22, 12, 22, 52, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 12, 22, 38, tzinfo=datetime.timezone.utc)]"
heard,-53.0,73.22,50,5,1630,30,wide,0,"[datetime.datetime(2025, 1, 21, 17, 37, 6, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 4, 14, 53, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 17, 37, 57, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 4, 15, 41, tzinfo=datetime.timezone.utc)]"
torshavn,62.0,-6.7,50,5,1620,30,wide,0,"[datetime.datetime(2025, 1, 21, 21, 15, 9, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 11, 33, 37, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 21, 15, 53, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 11, 34, 8, tzinfo=datetime.timezone.utc)]"
aquawatchlakehume,-36.11,147.03,50,5,1610,30,wide,0,"[datetime.datetime(2025, 1, 21, 23, 29, 32, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 12, 27, 30, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 23, 29, 19, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 12, 28, 20, tzinfo=datetime.timezone.utc)]"
aquawatchcockburn,-32.25,149.06,50,5,1600,30,wide,0,"[datetime.datetime(2025, 1, 21, 23, 28, 11, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 12, 28, 41, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 23, 28, 32, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 12, 28, 53, tzinfo=datetime.timezone.utc)]"
aquawatchmoreton,-27.29,153.26,50,5,1590,30,wide,0,"[datetime.datetime(2025, 1, 21, 23, 26, 29, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 23, 27, 20, tzinfo=datetime.timezone.utc)]"
aquawatchspencer,-34.41,135.9,50,5,1580,30,wide,0,"[datetime.datetime(2025, 1, 21, 13, 0, 49, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 0, 29, 37, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 13, 1, 19, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 0, 30, 27, tzinfo=datetime.timezone.utc)]"
aquawatchplymouth,50.40,-4.20,50,5,1570,30,wide,0,"[datetime.datetime(2025, 1, 21, 10, 35, 43, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 10, 36, 46, tzinfo=datetime.timezone.utc)]"
